airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,annual_passengers,passenger_year,passenger_tier,strategic_priority,automation_potential_score,automation_potential_tier,website,linkedin_url,source_identity,source_traffic,source_url,rejection_reason,traffic_source_url
General Santos International Airport,General Santos International Airport,GES,RPMR,RPMR,PH,Philippines,PH-SCO,General Santos,General Santos,6.057208,125.096243,large_airport,yes,768749,2022,medium_airport,medium,45,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://caap.gov.ph/wp-content/uploads/2023/02/AirPassCarAnnual2022-as-of-Feb-2023.pdf,below_5m_passengers,https://caap.gov.ph/wp-content/uploads/2023/02/AirPassCarAnnual2022-as-of-Feb-2023.pdf
Geraldton Airport,Geraldton Airport,GET,YGEL,YGEL,AU,Australia,AU-WA,Moonyoonooka,Moonyoonooka,-28.796101,114.707001,medium_airport,yes,80206,2022,medium_airport,medium,40,medium,http://www.geraldtonairport.com.au,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx,below_5m_passengers,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx
Gällivare Airport,Gällivare Airport,GEV,ESNG,ESNG,SE,Sweden,SE-BD,Gällivare,Gällivare,67.13240051269531,20.814599990844727,medium_airport,yes,21062,2022,medium_airport,medium,40,medium,http://www.gellivare.se/Projekt/Lapland-Airport/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.transportstyrelsen.se/globalassets/global/luftfart/statistik_och_analys/flygplatsstatistik-excelfiler/230116-passagerarfrekvens-per-flygplats.xlsx,below_5m_passengers,https://www.transportstyrelsen.se/globalassets/global/luftfart/statistik_och_analys/flygplatsstatistik-excelfiler/230116-passagerarfrekvens-per-flygplats.xlsx
Griffith Airport,Griffith Airport,GFF,YGTH,YGTH,AU,Australia,AU-NSW,Griffith,Griffith,-34.2508010864,146.067001343,medium_airport,yes,67664,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx,below_5m_passengers,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx
Grand Forks International Airport,Grand Forks International Airport,GFK,KGFK,KGFK,US,United States,US-ND,Grand Forks,Grand Forks,47.949299,-97.176102,medium_airport,yes,234964,2019,medium_airport,medium,40,medium,http://www.gfkairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
East Texas Regional Airport,East Texas Regional Airport,GGG,KGGG,KGGG,US,United States,US-TX,Longview,Longview,32.38399887084961,-94.71150207519531,medium_airport,yes,54320,2019,medium_airport,medium,40,medium,http://www.flyggg.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Exuma International Airport,Exuma International Airport,GGT,MYEF,MYEF,BS,Bahamas,BS-EX,Moss Town,Moss Town,23.562599,-75.877998,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Glasgow Valley County Airport Wokal Field,Glasgow Valley County Airport Wokal Field,GGW,KGGW,KGGW,US,United States,US-MT,Glasgow,Glasgow,48.212502,-106.614998,medium_airport,yes,8894,2019,medium_airport,medium,40,medium,http://www.glasgowmtairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Noumérat - Moufdi Zakaria Airport,Noumérat - Moufdi Zakaria Airport,GHA,DAUG,DAUG,DZ,Algeria,DZ-47,El Atteuf,El Atteuf,32.384102,3.79411,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Governor's Harbour Airport,Governor's Harbour Airport,GHB,MYEM,MYEM,BS,Bahamas,BS-CE,Governor's Harbour,Governor's Harbour,25.2847,-76.331001,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Ghat Airport,Ghat Airport,GHT,HLGT,HLGT,LY,Libya,LY-GT,Ghat,Ghat,25.1455993652,10.142600059500001,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Brașov-Ghimbav International Airport,Brașov-Ghimbav International Airport,GHV,LRBV,LRBV,RO,Romania,RO-BV,Brașov (Ghimbav),Brașov (Ghimbav),45.70558,25.522871,large_airport,yes,227900,2024,medium_airport,medium,45,medium,https://brasovairport.ro/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://transtelex.ro/penzcsinalok/2025/01/21/a-brassoi-repternek-tobb-utasa-volt-tavaly-mint-a-marosvasarhelyinek,below_5m_passengers,https://transtelex.ro/penzcsinalok/2025/01/21/a-brassoi-repternek-tobb-utasa-volt-tavaly-mint-a-marosvasarhelyinek
Gibraltar Airport,Gibraltar Airport,GIB,LXGB,LXGB,GI,Gibraltar,GI-U-A,Gibraltar,Gibraltar,36.151679,-5.34978,large_airport,yes,437172,2025,medium_airport,medium,45,medium,https://www.gibraltarairport.gi/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q501083,below_5m_passengers,http://www.wikidata.org/entity/Q501083
Gitega Airport,Gitega Airport,GID,HBBE,HBBE,BI,Burundi,BI-GI,Gitega,Gitega,-3.417209,29.911308,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Gilgit Airport,Gilgit Airport,GIL,OPGT,OPGT,PK,Pakistan,PK-GB,Gilgit,Gilgit,35.918800354003906,74.33360290527344,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Gisborne Airport,Gisborne Airport,GIS,NZGS,NZGS,NZ,New Zealand,NZ-GIS,Gisborne,Gisborne,-38.6633,177.977997,medium_airport,yes,134236,2022,medium_airport,medium,40,medium,https://gisborneairport.nz/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.eastland.nz/wp-content/uploads/2022/08/Eastland-Group-annual-report-2022.pdf,below_5m_passengers,https://www.eastland.nz/wp-content/uploads/2022/08/Eastland-Group-annual-report-2022.pdf
Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,GIZ,OEGN,OEGN,SA,Saudi Arabia,SA-09,Jizan,Jizan,16.9011,42.5858,medium_airport,yes,1733987,2021,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://gaca.gov.sa/ar/,below_5m_passengers,https://gaca.gov.sa/ar/
La Laguna Airport,La Laguna Airport,GJA,MHNJ,MHNJ,HN,Honduras,HN-IB,Guanaja,Guanaja,16.4454,-85.906601,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Jijel Ferhat Abbas Airport,Jijel Ferhat Abbas Airport,GJL,DAAV,DAAV,DZ,Algeria,DZ-18,Tahir,Tahir,36.794125,5.873652,large_airport,yes,16379,2020,medium_airport,medium,45,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.egsa-constantine.dz/images/statistiques/statistiques-passagers.pdf,below_5m_passengers,http://www.egsa-constantine.dz/images/statistiques/statistiques-passagers.pdf
Grand Junction Regional Airport,Grand Junction Regional Airport,GJT,KGJT,KGJT,US,United States,US-CO,Grand Junction,Grand Junction,39.126663,-108.529387,medium_airport,yes,500032,2019,medium_airport,medium,40,medium,http://www.gjairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Goroka Airport,Goroka Airport,GKA,AYGA,AYGA,PG,Papua New Guinea,PG-EHG,Goronka,Goronka,-6.081689834590001,145.391998291,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Gulkana Airport,Gulkana Airport,GKN,PAGK,PAGK,US,United States,US-AK,Gulkana,Gulkana,62.155859,-145.454662,medium_airport,yes,62,2019,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Golfito Airport,Golfito Airport,GLF,MRGF,MRGF,CR,Costa Rica,CR-P,Golfito,Golfito,8.65401,-83.182198,medium_airport,yes,18024,2015,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q3274018,below_5m_passengers,http://www.wikidata.org/entity/Q3274018
Mid Delta Regional Airport,Mid Delta Regional Airport,GLH,KGLH,KGLH,US,United States,US-MS,Greenville,Greenville,33.482899,-90.985603,medium_airport,yes,7374,2019,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Gladstone Airport,Gladstone Airport,GLT,YGLA,YGLA,AU,Australia,AU-QLD,Gladstone,Gladstone,-23.869763,151.225439,medium_airport,yes,193491,2022,medium_airport,medium,40,medium,http://www.gladstone.qld.gov.au/web/guest/gladstone-airport,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx,below_5m_passengers,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx
Gemena Airport,Gemena Airport,GMA,FZFK,FZFK,CD,Democratic Republic of the Congo,CD-SU,Gemena,Gemena,3.23537,19.771299,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Gambela Airport,Gambela Airport,GMB,HAGM,HAGM,ET,Ethiopia,ET-GA,Gambela,Gambela,8.12876,34.563099,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Gomel Airport,Gomel Airport,GME,UMGG,UMGG,BY,Belarus,BY-HO,Gomel,Gomel,52.527000427246094,31.016700744628906,medium_airport,yes,45000,,medium_airport,medium,40,medium,http://www.gomelavia.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q27546,below_5m_passengers,http://www.wikidata.org/entity/Q27546
Gombe Lawanti International Airport,Gombe Lawanti International Airport,GMO,DNGO,DNGO,NG,Nigeria,NG-GO,Gombe,Gombe,10.298889,10.9,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Golog Maqên Airport,Golog Maqên Airport,GMQ,ZLGL,ZLGL,CN,China,CN-63,Golog (Maqên),Golog (Maqên),34.418066,100.301144,medium_airport,yes,49247,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Totegegie Airport,Totegegie Airport,GMR,NTGJ,NTGJ,PF,French Polynesia,PF-U-A,,,-23.07990074157715,-134.88999938964844,medium_airport,yes,9275,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/view-statistiques/totegegie,below_5m_passengers,https://www.aeroport.fr/view-statistiques/totegegie
Grenoble Alpes Isère Airport,Grenoble Alpes Isère Airport,GNB,LFLS,LFLS,FR,France,FR-ARA,Grenoble,Grenoble,45.3629,5.32937,medium_airport,yes,191195,2022,medium_airport,medium,40,medium,https://www.grenoble-airport.com/en,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf,below_5m_passengers,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Maurice Bishop International Airport,Maurice Bishop International Airport,GND,TGPY,TGPY,GD,Grenada,GD-GE,Saint George's,Saint George's,12.003996,-61.785302,large_airport,yes,,,unknown,unrated,,unknown,http://www.psiagrenada.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Ganja International Airport,Ganja International Airport,GNJ,UBBG,UBBG,AZ,Azerbaijan,AZ-GA,Ganja,Ganja,40.738692,46.320383,large_airport,yes,154000,2019,medium_airport,medium,45,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.airport.az/en/about-us/press-release/azerbaijans-airports-set-new-record-in-2019/,below_5m_passengers,http://www.airport.az/en/about-us/press-release/azerbaijans-airports-set-new-record-in-2019/
Binaka Airport,Binaka Airport,GNS,WIMB,WIMB,ID,Indonesia,ID-SU,Gunungsitoli,Gunungsitoli,1.166275,97.705196,medium_airport,yes,293301,2018,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q598859,below_5m_passengers,http://www.wikidata.org/entity/Q598859
Gainesville Regional Airport,Gainesville Regional Airport,GNV,KGNV,KGNV,US,United States,US-FL,Gainesville,Gainesville,29.6900997162,-82.2717971802,medium_airport,yes,546506,2019,medium_airport,medium,40,medium,https://www.flygainesville.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Şanlıurfa GAP Airport,Şanlıurfa GAP Airport,GNY,LTCS,LTCS,TR,Turkey,TR-63,Şanlıurfa,Şanlıurfa,37.445663,38.895592,large_airport,yes,640770,2022,medium_airport,medium,45,medium,http://gap.dhmi.gov.tr/havaalanlari/home.aspx?hv=36,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.dhmi.gov.tr/Lists/IstatisliklerDiger/Attachments/18/T%C3%9CRK%C4%B0YE%20GENEL%C4%B0%20%C4%B0STAT%C4%B0ST%C4%B0KLER%C4%B0.xlsx,below_5m_passengers,https://www.dhmi.gov.tr/Lists/IstatisliklerDiger/Attachments/18/T%C3%9CRK%C4%B0YE%20GENEL%C4%B0%20%C4%B0STAT%C4%B0ST%C4%B0KLER%C4%B0.xlsx
Genoa Cristoforo Colombo Airport,Genoa Cristoforo Colombo Airport,GOA,LIMJ,LIMJ,IT,Italy,IT-42,Genova (GE),Genova (GE),44.412039,8.840732,large_airport,yes,1222888,2022,medium_airport,medium,45,medium,http://www.aeroportodigenova.com/en/home/index.php,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/wp-content/plugins/multipage_xls_reader/excel_file/2022_12.xls,below_5m_passengers,https://assaeroporti.com/wp-content/plugins/multipage_xls_reader/excel_file/2022_12.xls
Nuuk International Airport,Nuuk International Airport,GOH,BGGH,BGGH,GL,Greenland,GL-SE,Nuuk,Nuuk,64.191066,-51.67914,large_airport,yes,,,unknown,unrated,,unknown,https://www.airports.gl/en/airport/nuuk/,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Goa Dabolim International Airport,Goa Dabolim International Airport,GOI,VOGO,VOGO,IN,India,IN-GA,Vasco da Gama,Vasco da Gama,15.380062,73.833328,large_airport,yes,881843,2022,medium_airport,medium,45,medium,https://www.aai.aero/en/airports/goa,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aai.aero/sites/default/files/traffic-news/Dec2k22Annex3.pdf,below_5m_passengers,https://www.aai.aero/sites/default/files/traffic-news/Dec2k22Annex3.pdf
Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod / Strigino International Airport,GOJ,UWGG,UWGG,RU,Russia,RU-NIZ,Nizhny Novgorod,Nizhny Novgorod,56.227351,43.785152,large_airport,yes,1400000,2025,medium_airport,medium,45,medium,http://www.airportnn.ru/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://expert.ru/promishlennost/vozdushnyy-shelkovyy-put/,below_5m_passengers,https://expert.ru/promishlennost/vozdushnyy-shelkovyy-put/
Goma International Airport,Goma International Airport,GOM,FZNA,FZNA,CD,Democratic Republic of the Congo,CD-NK,Goma,Goma,-1.666758,29.238037,large_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Gorakhpur Airport,Gorakhpur Airport,GOP,VEGK,VEGK,IN,India,IN-UP,Gorakhpur,Gorakhpur,26.739700317399997,83.4496994019,medium_airport,yes,71263,2022,medium_airport,medium,40,medium,http://www.aai.aero/allAirports/gorakhpur.jsp,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aai.aero/sites/default/files/traffic-news/May2k22Annex3.pdf,below_5m_passengers,https://www.aai.aero/sites/default/files/traffic-news/May2k22Annex3.pdf
Golmud Airport,Golmud Airport,GOQ,ZLGM,ZLGM,CN,China,CN-63,Golmud,Golmud,36.4006,94.786102,medium_airport,yes,123812,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Göteborg Landvetter Airport,Göteborg Landvetter Airport,GOT,ESGG,ESGG,SE,Sweden,SE-Q,Göteborg,Göteborg,57.6628,12.2798,large_airport,yes,4447037,2022,medium_airport,medium,45,medium,https://www.swedavia.com/landvetter/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.transportstyrelsen.se/globalassets/global/luftfart/statistik_och_analys/flygplatsstatistik-excelfiler/230116-passagerarfrekvens-per-flygplats.xlsx,below_5m_passengers,https://www.transportstyrelsen.se/globalassets/global/luftfart/statistik_och_analys/flygplatsstatistik-excelfiler/230116-passagerarfrekvens-per-flygplats.xlsx
