airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,annual_passengers,passenger_year,passenger_tier,strategic_priority,automation_potential_score,automation_potential_tier,website,linkedin_url,source_identity,source_traffic,source_url
Adolfo Suárez Madrid–Barajas Airport,Adolfo Suárez Madrid–Barajas Airport,MAD,LEMD,LEMD,ES,Spain,ES-MD,Madrid,Madrid,40.493407,-3.572249,large_airport,yes,66197066,2024,mega_hub,strategic,88,very_high,https://www.aena.es/en/adolfo-suarez-madrid-barajas.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q166276
Suvarnabhumi Airport,Suvarnabhumi Airport,BKK,VTBS,VTBS,TH,Thailand,TH-10,Bangkok,Bangkok,13.6811,100.747002,large_airport,yes,62902183,2025,mega_hub,strategic,88,very_high,https://suvarnabhumi.airportthai.co.th/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://app.powerbi.com/view?r=eyJrIjoiYmM2YjA2OWUtZmQxOS00YTkxLWJlNzMtMjE2NjJkMjMxYTg1IiwidCI6ImM2N2ZmODk5LWJlZjUtNGQ3MC04ZmE1LWUzNTgzZGM3Njg3MCIsImMiOjEwfQ%3D%3D
John F. Kennedy International Airport,John F. Kennedy International Airport,JFK,KJFK,KJFK,US,United States,US-NY,New York,New York,40.639447,-73.779317,large_airport,yes,62440306,2023,mega_hub,strategic,88,very_high,https://www.jfkairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q8685
Frankfurt Main Airport,Frankfurt Main Airport,FRA,EDDF,EDDF,DE,Germany,DE-HE,Frankfurt am Main,Frankfurt am Main,50.026706,8.55835,large_airport,yes,61564957,2024,mega_hub,strategic,88,very_high,https://www.frankfurt-airport.de/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.fraport.com/de/newsroom/pressemitteilungen/2025/verkehrszahlen/fraport-verkehrszahlen-2024--frankfurt-bleibt-fuehrend-bei-der-h.html
Singapore Changi Airport,Singapore Changi Airport,SIN,WSSS,WSSS,SG,Singapore,SG-04,Singapore,Singapore,1.35019,103.994003,large_airport,yes,58900000,2023,mega_hub,strategic,88,very_high,http://www.changiairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.changiairport.com/en/corporate/about-us/traffic-statistics.html
Orlando International Airport,Orlando International Airport,MCO,KMCO,KMCO,US,United States,US-FL,Orlando,Orlando,28.429399490356445,-81.30899810791016,large_airport,yes,57675573,2025,mega_hub,strategic,88,very_high,http://www.orlandoairports.net/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assets.ctfassets.net/qiecpoxp4bka/5awMt17Z3Jh0cEH3H7NVMy/e2f63579f35562f38582d3fab00e6dae/trfccy2025.pdf
Josep Tarradellas Barcelona-El Prat Airport,Josep Tarradellas Barcelona-El Prat Airport,BCN,LEBL,LEBL,ES,Spain,ES-CT,Barcelona,Barcelona,41.2971,2.07846,large_airport,yes,57483036,2025,mega_hub,strategic,88,very_high,https://www.aena.es/en/josep-tarradellas-barcelona-el-prat.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q56973
Miami International Airport,Miami International Airport,MIA,KMIA,KMIA,US,United States,US-FL,Miami,Miami,25.796011,-80.289751,large_airport,yes,55314661,2025,mega_hub,strategic,88,very_high,https://www.miami-airport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.miami-airport.com/library/pdfdoc/Traffic%20Reports/Year-End%202025%20Traffic%20Report.pdf
Harry Reid International Airport,Harry Reid International Airport,LAS,KLAS,KLAS,US,United States,US-NV,Las Vegas,Las Vegas,36.083361,-115.151817,large_airport,yes,54989185,2025,mega_hub,strategic,88,very_high,https://www.harryreidairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assets.ctfassets.net/2pnrhs9eukyp/4dEgTCQUrS3BabQeFULFym/21412528282ed4c5e44066fcdd2eee88/Traffic_Summary_Report_-_Dec_2025__Passengers_.pdf
Chengdu Tianfu International Airport,Chengdu Tianfu International Airport,TFU,ZUTF,ZUTF,CN,China,CN-51,Chengdu (Jianyang),Chengdu (Jianyang),30.31252,104.441284,large_airport,yes,54905784,2024,mega_hub,strategic,88,very_high,https://www.sctfia.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caac.gov.cn/XXGK/XXGK/TJSJ/202503/P020250314353470214193.xlsx
Soekarno-Hatta International Airport,Soekarno-Hatta International Airport,CGK,WIII,WIII,ID,Indonesia,ID-BT,Jakarta,Jakarta,-6.12557,106.655998,large_airport,yes,54809500,2024,mega_hub,strategic,88,very_high,http://www.jakartasoekarnohattaairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.tempo.co/hiburan/sepanjang-tahun-2024-jumlah-penumpang-di-bandara-soekarno-hatta-mencapai-54-8-juta-naik-7-persen--1192094
San Francisco International Airport,San Francisco International Airport,SFO,KSFO,KSFO,US,United States,US-CA,San Francisco,San Francisco,37.619806,-122.374821,large_airport,yes,54532613,2025,mega_hub,strategic,88,very_high,http://www.flysfo.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.flysfo.com/sites/default/files/2026-02/Dec%202025%20and%20CYTD%20SFO%20Air%20Traffic%20Summary.pdf
Beijing Daxing International Airport,Beijing Daxing International Airport,PKX,ZBAD,ZBAD,CN,China,CN-11,Beijing,Beijing,39.501289,116.413967,large_airport,yes,53618400,2025,mega_hub,strategic,88,very_high,https://www.bdia.com.cn/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://english.beijing.gov.cn/livinginbeijing/transportation/airport/202603/t20260306_4551020.html
Charlotte Douglas International Airport,Charlotte Douglas International Airport,CLT,KCLT,KCLT,US,United States,US-NC,Charlotte,Charlotte,35.2140007019043,-80.94309997558594,large_airport,yes,53574392,2025,mega_hub,strategic,88,very_high,http://www.charlotteairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assets.ctfassets.net/jaw4bomip9l3/1Brp07X2UP2OKt7YYFM6TY/e733af9daca18ab4aae8e1aa1b7800d0/December_2025_Airline_Activity_Report.pdf
Hong Kong International Airport,Hong Kong International Airport,HKG,VHHH,VHHH,HK,Hong Kong,HK-NT,Hong Kong,Hong Kong,22.31184,113.914862,large_airport,yes,53055000,2024,mega_hub,strategic,88,very_high,http://www.hongkongairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.hongkongairport.com/iwov-resources/file/the-airport/hkia-at-a-glance/facts-figures/2024e.pdf
Beijing Capital International Airport,Beijing Capital International Airport,PEK,ZBAA,ZBAA,CN,China,CN-11,Beijing,Beijing,40.077349,116.596702,large_airport,yes,52879156,2024,mega_hub,strategic,88,very_high,https://en.bcia.com.cn/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q32190
Seattle–Tacoma International Airport,Seattle–Tacoma International Airport,SEA,KSEA,KSEA,US,United States,US-WA,Seattle,Seattle,47.447943,-122.310276,large_airport,yes,52715181,2025,mega_hub,strategic,88,very_high,https://www.portseattle.org/sea-tac,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.portseattle.org/page/airport-statistics
Phoenix Sky Harbor International Airport,Phoenix Sky Harbor International Airport,PHX,KPHX,KPHX,US,United States,US-AZ,Phoenix,Phoenix,33.435302,-112.005905,large_airport,yes,51618649,2025,mega_hub,strategic,88,very_high,http://phoenix.gov/skyharborairport/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.skyharbor.com/media/rz3fadnw/annual-stats-phx-2025.pdf
Rome–Fiumicino Leonardo da Vinci International Airport,Rome–Fiumicino Leonardo da Vinci International Airport,FCO,LIRF,LIRF,IT,Italy,IT-62,Rome,Rome,41.804532,12.251998,large_airport,yes,51306744,2025,mega_hub,strategic,88,very_high,http://www.adr.it/portal/portal/adr/Fiumicino/Leonardo_da_vinci/Header_Window?action=2,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/statistiche/?selectedYear=2025&month=12
Hangzhou Xiaoshan International Airport,Hangzhou Xiaoshan International Airport,HGH,ZSHC,ZSHC,CN,China,CN-33,Hangzhou,Hangzhou,30.23609,120.428865,large_airport,yes,50459018,2025,mega_hub,strategic,88,very_high,https://www.hzairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1197691
Ninoy Aquino International Airport,Ninoy Aquino International Airport,MNL,RPLL,RPLL,PH,Philippines,PH-00,Manila (Pasay),Manila (Pasay),14.5086,121.019997,large_airport,yes,50356465,2024,mega_hub,strategic,88,very_high,https://newnaia.com.ph/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://en.wikipedia.org/wiki/Ninoy_Aquino_International_Airport
Shanghai Hongqiao International Airport,Shanghai Hongqiao International Airport,SHA,ZSSS,ZSSS,CN,China,CN-31,Shanghai (Minhang),Shanghai (Minhang),31.198104,121.33426,large_airport,yes,50151025,2025,mega_hub,strategic,88,very_high,http://www.shairport.com/enhq/index.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q421811
Kunming Changshui International Airport,Kunming Changshui International Airport,KMG,ZPPP,ZPPP,CN,China,CN-53,Kunming,Kunming,25.110313,102.936743,large_airport,yes,49705725,2025,mega_hub,strategic,88,very_high,https://km.ynairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caac.gov.cn/XXGK/XXGK/TJSJ/202602/P020260226360830390937.xlsx
Newark Liberty International Airport,Newark Liberty International Airport,EWR,KEWR,KEWR,US,United States,US-NJ,Newark,Newark,40.6894,-74.170545,large_airport,yes,49160546,2023,mega_hub,strategic,88,very_high,https://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q466786
Istanbul Sabiha Gökçen International Airport,Istanbul Sabiha Gökçen International Airport,SAW,LTFJ,LTFJ,TR,Turkey,TR-34,"Pendik, Istanbul","Pendik, Istanbul",40.898602,29.3092,large_airport,yes,48420757,2025,mega_hub,strategic,88,very_high,http://www.sgairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://dhmi.gov.tr/Lists/Istatislikler_EN/Attachments/249/PASSENGER.pdf
George Bush Intercontinental Airport,George Bush Intercontinental Airport,IAH,KIAH,KIAH,US,United States,US-TX,Houston,Houston,29.9844,-95.3414,large_airport,yes,48131213,2025,mega_hub,strategic,88,very_high,http://www.fly2houston.com/iah,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q744748
Mexico City Benito Juárez International Airport,Mexico City Benito Juárez International Airport,MEX,MMMX,MMMX,MX,Mexico,MX-DIF,Mexico City,Mexico City,19.435822,-99.07033,large_airport,yes,46258521,2022,mega_hub,strategic,88,very_high,https://www.aicm.com.mx,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aicm.com.mx/acercadelaicm/archivos/files/Estadisticas/EstadisticasDic2022.pdf
Toronto Pearson International Airport,Toronto Pearson International Airport,YYZ,CYYZ,CYYZ,CA,Canada,CA-ON,Toronto,Toronto,43.675935,-79.629421,large_airport,yes,45714326,2024,mega_hub,strategic,88,very_high,http://www.torontopearson.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2310025301
Boston Logan International Airport,Boston Logan International Airport,BOS,KBOS,KBOS,US,United States,US-MA,Boston,Boston,42.36197,-71.0079,large_airport,yes,43236013,2025,mega_hub,strategic,88,very_high,http://www.massport.com/logan/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.massport.com/sites/default/files/2026-01/1225-avstats-airport-traffic-summary.pdf
Sheremetyevo International Airport,Sheremetyevo International Airport,SVO,UUEE,UUEE,RU,Russia,RU-MOS,Moscow,Moscow,55.976858,37.41121,large_airport,yes,43130000,2025,mega_hub,strategic,88,very_high,http://svo.aero/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.rbc.ru/economics/23/02/2025/67aa0b039a79470557b2677f
Kempegowda International Airport Bengaluru,Kempegowda International Airport Bengaluru,BLR,VOBL,VOBL,IN,India,IN-KA,Bengaluru,Bengaluru,13.1979,77.706299,large_airport,yes,41875620,2024,mega_hub,strategic,88,very_high,http://www.bengaluruairport.com/home/home.jspx,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aai.aero/sites/default/files/traffic-news/Mar2k25Annex3.pdf
Munich Airport,Munich Airport,MUC,EDDM,EDDM,DE,Germany,DE-BY,Munich,Munich,48.353802,11.7861,large_airport,yes,41568000,2024,mega_hub,strategic,88,very_high,http://www.munich-airport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.munich-airport.de/presse-zweistelliges-passagierwachstum-29841478
Taiwan Taoyuan International Airport,Taiwan Taoyuan International Airport,TPE,RCTP,RCTP,TW,Taiwan,TW-TAO,Taoyuan,Taoyuan,25.0777,121.233002,large_airport,yes,40906058,2024,mega_hub,strategic,88,very_high,http://www.taoyuan-airport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q44856
London Gatwick Airport,London Gatwick Airport,LGW,EGKK,EGKK,GB,United Kingdom,GB-ENG,London,London,51.148744,-0.185739,large_airport,yes,40899000,2023,mega_hub,strategic,88,very_high,http://www.gatwickairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q8703
Tan Son Nhat International Airport,Tan Son Nhat International Airport,SGN,VVTS,VVTS,VN,Vietnam,VN-SE,Ho Chi Minh City,Ho Chi Minh City,10.8188,106.652,large_airport,yes,39859384,2024,large_airport,high,68,high,http://www.tsnairport.hochiminhcity.gov.vn/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.vietnamairport.vn/vi/tin-tuc/tin-tuc-hoat-dong-tong-cong-ty/tong-ket-hoat-dong-cong-tac-an-toan-duong-chc-tai-cang-hkqt-tan-son-nhat
Narita International Airport,Narita International Airport,NRT,RJAA,RJAA,JP,Japan,JP-12,Narita,Narita,35.76858,140.388714,large_airport,yes,39807651,2024,large_airport,high,68,high,https://www.narita-airport.jp/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://es.wikipedia.org/wiki/Aeropuerto_Internacional_de_Narita
Antalya International Airport,Antalya International Airport,AYT,LTAI,LTAI,TR,Turkey,TR-07,Antalya,Antalya,36.898701,30.800501,large_airport,yes,39000177,2025,large_airport,high,68,high,http://www.antalya.dhmi.gov.tr/havaalanlari/default.aspx?hv=4,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://dhmi.gov.tr/Lists/Istatislikler_EN/Attachments/262/PASSENGER.pdf
El Dorado International Airport,El Dorado International Airport,BOG,SKBO,SKBO,CO,Colombia,CO-DC,Bogota,Bogota,4.70159,-74.1469,large_airport,yes,36478591,2022,large_airport,high,68,high,https://eldorado.aero/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://opain-storage.nyc3.digitaloceanspaces.com/docs/estadisticas-aeropuerto/2022/Consolidado%204%20Trimestre%20de%202022.pdf
Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MSP,KMSP,KMSP,US,United States,US-MN,Minneapolis,Minneapolis,44.880081,-93.221741,large_airport,yes,36071627,2025,large_airport,high,68,high,https://www.mspairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://metroairports.org/documents/reports/year-end-operations-report/2025-year-end/direct
Hamad International Airport,Hamad International Airport,DOH,OTHH,OTHH,QA,Qatar,QA-DA,Doha,Doha,25.273056,51.608056,large_airport,yes,35734243,2022,large_airport,high,68,high,http://dohahamadairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://thepeninsulaqatar.com/article/31/01/2023/qatar-sees-over-100-jump-in-air-passenger-for-2022
Dublin Airport,Dublin Airport,DUB,EIDW,EIDW,IE,Ireland,IE-D,Dublin,Dublin,53.428713,-6.262121,large_airport,yes,34645335,,large_airport,high,68,high,http://www.dublinairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q178021
São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,GRU,SBGR,SBGR,BR,Brazil,BR-SP,São Paulo,São Paulo,-23.431274,-46.469954,large_airport,yes,34393588,2022,large_airport,high,68,high,http://www.gru.com.br/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv
Palma de Mallorca Airport,Palma de Mallorca Airport,PMI,LEPA,LEPA,ES,Spain,ES-IB,Palma de Mallorca,Palma de Mallorca,39.551701,2.73881,large_airport,yes,33806427,2025,large_airport,high,68,high,https://www.aena.es/en/palma-de-mallorca.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q656993
Chengdu Shuangliu International Airport,Chengdu Shuangliu International Airport,CTU,ZUUU,ZUUU,CN,China,CN-51,Chengdu (Shuangliu),Chengdu (Shuangliu),30.558257,103.945966,large_airport,yes,33518945,2025,large_airport,high,68,high,http://www.cdairport.com/cdairport/en_front/index.jsp,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q387560
Detroit Metropolitan Wayne County Airport,Detroit Metropolitan Wayne County Airport,DTW,KDTW,KDTW,US,United States,US-MI,Detroit,Detroit,42.21377,-83.353786,large_airport,yes,33372682,2025,large_airport,high,68,high,http://www.metroairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://cdn.metroairport.com/uploads/business_documents/PDFs/AviationStatistics/AnnualYearEndAviationReports/Calendar%20Year%202025.pdf
LaGuardia Airport,LaGuardia Airport,LGA,KLGA,KLGA,US,United States,US-NY,New York,New York,40.777199,-73.872597,large_airport,yes,32791050,2025,large_airport,high,68,high,https://www.laguardiaairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q319654
Cancún International Airport,Cancún International Airport,CUN,MMUN,MMUN,MX,Mexico,MX-ROO,Cancún,Cancún,21.040817,-86.87347,large_airport,yes,32750413,2023,large_airport,high,68,high,https://cancunairport.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q641967
Zürich Airport,Zürich Airport,ZRH,LSZH,LSZH,CH,Switzerland,CH-ZH,Zurich,Zurich,47.458056,8.548056,large_airport,yes,32593966,2025,large_airport,high,68,high,http://www.zurich-airport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://newsroom.flughafen-zuerich.ch/flughafen-zuerich-mit-neuem-jahreshoechstwert-bei-passagieren/
Vienna International Airport,Vienna International Airport,VIE,LOWW,LOWW,AT,Austria,AT-9,Vienna,Vienna,48.110298,16.5697,large_airport,yes,32559115,2025,large_airport,high,68,high,http://www.viennaairport.com/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://viennaairport.com/jart/prj3/va/uploads/data-uploads/IR/2026/12_Excel_Traffic_results_December_2025.xlsx
Paris-Orly Airport,Paris-Orly Airport,ORY,LFPO,LFPO,FR,France,FR-IDF,"Paris (Orly, Val-de-Marne)","Paris (Orly, Val-de-Marne)",48.729499,2.358963,large_airport,yes,32294167,2023,large_airport,high,68,high,https://www.parisaeroport.fr/orly,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q223416
Fort Lauderdale Hollywood International Airport,Fort Lauderdale Hollywood International Airport,FLL,KFLL,KFLL,US,United States,US-FL,Fort Lauderdale,Fort Lauderdale,26.072599,-80.152702,large_airport,yes,32208419,2025,large_airport,high,68,high,http://www.broward.org/airport,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.broward.org/Airport/Business/about/Documents/FLLstats_december2025.pdf
Don Mueang International Airport,Don Mueang International Airport,DMK,VTBD,VTBD,TH,Thailand,TH-10,Bangkok,Bangkok,13.9126,100.607002,large_airport,yes,31650000,2025,large_airport,high,68,high,http://www.airportthai.co.th/airportnew/bangkok/index.asp?lang=en,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://app.powerbi.com/view?r=eyJrIjoiYmM2YjA2OWUtZmQxOS00YTkxLWJlNzMtMjE2NjJkMjMxYTg1IiwidCI6ImM2N2ZmODk5LWJlZjUtNGQ3MC04ZmE1LWUzNTgzZGM3Njg3MCIsImMiOjEwfQ%3D%3D
Milan Malpensa International Airport,Milan Malpensa International Airport,MXP,LIMC,LIMC,IT,Italy,IT-25,Ferno (VA),Ferno (VA),45.6306,8.72811,large_airport,yes,31385585,2025,large_airport,high,68,high,http://www.sea-aeroportimilano.it/en/malpensa/index.phtml,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/statistiche/?selectedYear=2025&month=12
Nanjing Lukou International Airport,Nanjing Lukou International Airport,NKG,ZSNJ,ZSNJ,CN,China,CN-32,Nanjing,Nanjing,31.735032,118.865949,large_airport,yes,31378166,2025,large_airport,high,68,high,http://www.njiairport.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q559107
Cairo International Airport,Cairo International Airport,CAI,HECA,HECA,EG,Egypt,EG-C,Cairo,Cairo,30.111534,31.396694,large_airport,yes,31137557,2025,large_airport,high,68,high,https://www.cairo-airport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://fracs.aero/2026/04/28/air-transport-data-bulletin-april-2026/
Kansai International Airport,Kansai International Airport,KIX,RJBB,RJBB,JP,Japan,JP-27,Osaka,Osaka,34.427299,135.244003,large_airport,yes,30598651,2024,large_airport,high,68,high,http://www.kansai-airport.or.jp/en/index.asp,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mlit.go.jp/koku/15_bf_000185.html
Philadelphia International Airport,Philadelphia International Airport,PHL,KPHL,KPHL,US,United States,US-PA,Philadelphia,Philadelphia,39.871899,-75.241096,large_airport,yes,30136790,2025,large_airport,high,68,high,http://www.phl.org/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.phl.org/drupalbin/media/phl-aviation-activity-report-december-2025.pdf
Jeju International Airport,Jeju International Airport,CJU,RKPC,RKPC,KR,South Korea,KR-49,Jeju City,Jeju City,33.512058,126.492548,large_airport,yes,29703662,2022,large_airport,high,68,high,https://www.airport.co.kr/jejueng/index.do,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.airport.co.kr/www/cms/frCon/index.do?MENU_ID=1250#none
Noi Bai International Airport,Noi Bai International Airport,HAN,VVNB,VVNB,VN,Vietnam,VN-RRD,Hanoi (Soc Son),Hanoi (Soc Son),21.221201,105.806999,large_airport,yes,29200000,2019,large_airport,high,68,high,http://noibaiairport.vn/en,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://plo.vn/do-thi/san-bay-noi-bai-dan-dau-ve-muc-do-hai-long-885069.html
Sydney Kingsford Smith International Airport,Sydney Kingsford Smith International Airport,SYD,YSSY,YSSY,AU,Australia,AU-NSW,Sydney (Mascot),Sydney (Mascot),-33.946098,151.177002,large_airport,yes,28983874,2022,large_airport,high,68,high,http://www.sydneyairport.com.au/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx
Salt Lake City International Airport,Salt Lake City International Airport,SLC,KSLC,KSLC,US,United States,US-UT,Salt Lake City,Salt Lake City,40.78886,-111.979866,large_airport,yes,28158007,2025,large_airport,high,68,high,https://slcairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://slcairport.com/assets/pdfDocuments/Air-Traffic-Statistics/2025-Summary.pdf
Washington Dulles International Airport,Washington Dulles International Airport,IAD,KIAD,KIAD,US,United States,US-VA,Dulles,Dulles,38.9445,-77.455803,large_airport,yes,27254087,2024,large_airport,high,68,high,http://www.mwaa.com/dulles/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mwaa.com/sites/mwaa.com/files/2025-02/12-24%20ATS%20%282.6.25%29.pdf
Vancouver International Airport,Vancouver International Airport,YVR,CYVR,CYVR,CA,Canada,CA-BC,Vancouver,Vancouver,49.193901,-123.183998,large_airport,yes,26913561,2025,large_airport,high,68,high,http://www.yvr.ca/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.yvr.ca/-/media/yvr/documents/facts-sheets/2025/12---december/december-traffic-update.pdf
Qingdao Jiaodong International Airport,Qingdao Jiaodong International Airport,TAO,ZSQD,ZSQD,CN,China,CN-37,Qingdao (Jiaozhou),Qingdao (Jiaozhou),36.361953,120.088171,large_airport,yes,26896534,2025,large_airport,high,68,high,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/PHONE/XXGK_17/XXGK/TJSJ/202602/P020260226360830390937.xlsx
Málaga-Costa del Sol Airport,Málaga-Costa del Sol Airport,AGP,LEMG,LEMG,ES,Spain,ES-AN,Málaga,Málaga,36.6749,-4.49911,large_airport,yes,26760549,2025,large_airport,high,68,high,https://www.aena.es/en/malaga-costa-del-sol.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q690894
Fukuoka Airport,Fukuoka Airport,FUK,RJFF,RJFF,JP,Japan,JP-40,Fukuoka,Fukuoka,33.585899353027344,130.4510040283203,large_airport,yes,26755262,2024,large_airport,high,68,high,http://www.fuk-ab.co.jp/english/frame_index.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mlit.go.jp/koku/15_bf_000185.html
Nashville International Airport,Nashville International Airport,BNA,KBNA,KBNA,US,United States,US-TN,Nashville,Nashville,36.1245,-86.6782,large_airport,yes,25715851,2025,large_airport,high,68,high,https://flynashville.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1432146
