airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,annual_passengers,passenger_year,passenger_tier,strategic_priority,automation_potential_score,automation_potential_tier,website,linkedin_url,source_identity,source_traffic,source_url
London Luton Airport,London Luton Airport,LTN,EGGW,EGGW,GB,United Kingdom,GB-ENG,"Luton, Luton","Luton, Luton",51.874699,-0.368333,large_airport,yes,13322236,2022,medium_airport,medium,45,medium,http://www.london-luton.co.uk/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caa.co.uk/Documents/Download/9077/31632962-d7b6-4df4-a5fd-6df78e65d88c/5578
Naples International Airport,Naples International Airport,NAP,LIRN,LIRN,IT,Italy,IT-72,Napoli,Napoli,40.886002,14.2908,large_airport,yes,13271522,2025,medium_airport,medium,45,medium,http://www.portal.gesac.it/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q849383
Jose Maria Córdova International Airport,Jose Maria Córdova International Airport,MDE,SKRG,SKRG,CO,Colombia,CO-ANT,Medellín,Medellín,6.16454,-75.4231,large_airport,yes,13214155,2022,medium_airport,medium,45,medium,https://www.aeropuertorionegro.co/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx
Wenzhou Longwan International Airport,Wenzhou Longwan International Airport,WNZ,ZSWZ,ZSWZ,CN,China,CN-33,Wenzhou (Longwan),Wenzhou (Longwan),27.910572,120.853465,large_airport,yes,13058523,2025,medium_airport,medium,45,medium,https://www.wzair.cn/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q716323
Sharjah International Airport,Sharjah International Airport,SHJ,OMSJ,OMSJ,AE,United Arab Emirates,AE-SH,Sharjah,Sharjah,25.3286,55.5172,large_airport,yes,13000000,2022,medium_airport,medium,45,medium,https://www.sharjahairport.ae/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.sharjahairport.ae/en/recording-over-13-million-passengers-in-2022-sharjah-airport-secures-leading-position-among-airports-that-have-returned-to-pre-pandemic-operating-levels/
Zhuhai Jinwan Airport,Zhuhai Jinwan Airport,ZUH,ZGSD,ZGSD,CN,China,CN-44,Zhuhai (Jinwan),Zhuhai (Jinwan),22.006399,113.375999,large_airport,yes,12970873,2024,medium_airport,medium,45,medium,http://www.zhairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caac.gov.cn/XXGK/XXGK/TJSJ/202503/t20250314_226932.html
Adnan Menderes International Airport,Adnan Menderes International Airport,ADB,LTBJ,LTBJ,TR,Turkey,TR-35,Gaziemir,Gaziemir,38.2924,27.157,large_airport,yes,12665660,2025,medium_airport,medium,45,medium,http://www.adnanmenderesairport.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://dhmi.gov.tr/Lists/Istatislikler_EN/Attachments/262/PASSENGER.pdf
Hefei Xinqiao International Airport,Hefei Xinqiao International Airport,HFE,ZSOF,ZSOF,CN,China,CN-34,Hefei,Hefei,31.98779,116.9769,large_airport,yes,12644989,2025,medium_airport,medium,45,medium,https://hfairport.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1431445
Changsha Huanghua International Airport,Changsha Huanghua International Airport,CSX,ZGHA,ZGHA,CN,China,CN-43,Changsha (Changsha),Changsha (Changsha),28.189199,113.220001,large_airport,yes,12508779,2022,medium_airport,medium,45,medium,http://csa.hnjcjt.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Sochi International Airport,Sochi International Airport,AER,URSS,URSS,RU,Russia,RU-KDA,Sochi,Sochi,43.449902,39.9566,large_airport,yes,12500000,2025,medium_airport,medium,45,medium,https://aer.aero/en,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://expert.ru/promishlennost/vozdushnyy-shelkovyy-put/
Louis Armstrong New Orleans International Airport,Louis Armstrong New Orleans International Airport,MSY,KMSY,KMSY,US,United States,US-LA,New Orleans,New Orleans,29.993401,-90.264673,large_airport,yes,12434800,2025,medium_airport,medium,45,medium,https://flymsy.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://flymsy.com/wp-content/uploads/2026/02/Airline-Statistics-December-2025.pdf
Catania-Fontanarossa Airport,Catania-Fontanarossa Airport,CTA,LICC,LICC,IT,Italy,IT-82,Catania,Catania,37.466801,15.0664,large_airport,yes,12369485,2025,medium_airport,medium,45,medium,http://www.aeroporto.catania.it/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/statistiche/?selectedYear=2025&month=12
General Abelardo L. Rodriguez International Airport,General Abelardo L. Rodriguez International Airport,TIJ,MMTJ,MMTJ,MX,Mexico,MX-BCN,Tijuana,Tijuana,32.541043,-116.969976,large_airport,yes,12324600,2022,medium_airport,medium,45,medium,http://aeropuertosgap.com.mx/english/airports/tijuana-airport,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeropuertosgap.com.mx/files/04_01_2023_PR_TRAFICO_DICIEMBRE_2022_ESP_VF.pdf
Luis Munoz Marin International Airport,Luis Munoz Marin International Airport,SJU,TJSJ,TJSJ,PR,Puerto Rico,PR-U-A,San Juan,San Juan,18.4394,-66.001801,large_airport,yes,12197553,2023,medium_airport,medium,45,medium,https://aeropuertosju.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1360523
Nice-Côte d'Azur Airport,Nice-Côte d'Azur Airport,NCE,LFMN,LFMN,FR,France,FR-PAC,"Nice, Alpes-Maritimes","Nice, Alpes-Maritimes",43.658401,7.21587,large_airport,yes,12119043,2022,medium_airport,medium,45,medium,https://www.nice.aeroport.fr/en,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://corporate.nice.aeroport.fr/content/download/42637/file/Statistiques-trafic-dec-2022.pdf?inLanguage=eng-GB
Viracopos International Airport,Viracopos International Airport,VCP,SBKP,SBKP,BR,Brazil,BR-SP,Campinas,Campinas,-23.007404,-47.134502,large_airport,yes,11917144,2022,medium_airport,medium,45,medium,https://www.viracopos.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv
Ezeiza International Airport - Ministro Pistarini,Ezeiza International Airport - Ministro Pistarini,EZE,SAEZ,SAEZ,AR,Argentina,AR-B,Buenos Aires (Ezeiza),Buenos Aires (Ezeiza),-34.8222,-58.5358,large_airport,yes,11911000,2025,medium_airport,medium,45,medium,https://www.aeropuertosargentina.com/es/EZE,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://docs.anac.gob.ar/index.php/s/pk8HDnYWX5X3aKL
Prince Mohammad Bin Abdulaziz Airport,Prince Mohammad Bin Abdulaziz Airport,MED,OEMA,OEMA,SA,Saudi Arabia,SA-03,Medina,Medina,24.5534,39.705101,large_airport,yes,11891855,2025,medium_airport,medium,45,medium,http://www.tibahairports.com/en-EN/Pages/Main.aspx,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fir.tav.aero%2Fuploads%2Fdocuments%2FDocuments08012026150303_.xlsx&wdOrigin=BROWSELINK
Venice Marco Polo Airport,Venice Marco Polo Airport,VCE,LIPZ,LIPZ,IT,Italy,IT-34,Venezia (VE),Venezia (VE),45.505299,12.3519,large_airport,yes,11850336,2025,medium_airport,medium,45,medium,http://www.veniceairport.com/core/index.jsp?_requestid=37300&language=en,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/statistiche/?selectedYear=2025&month=12
Valencia Airport,Valencia Airport,VLC,LEVC,LEVC,ES,Spain,ES-VC,Valencia,Valencia,39.489162,-0.480961,large_airport,yes,11847527,2025,medium_airport,medium,45,medium,https://www.aena.es/en/valencia.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q20455825
Addis Ababa Bole International Airport,Addis Ababa Bole International Airport,ADD,HAAB,HAAB,ET,Ethiopia,ET-AA,Addis Ababa,Addis Ababa,8.97789,38.799301,large_airport,yes,11799224,2024,medium_airport,medium,45,medium,http://www.ethiopianairports.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://fracs.aero/2025/04/29/air-transport-data-bulletin-april-2025/
Wuhan Tianhe International Airport,Wuhan Tianhe International Airport,WUH,ZHHH,ZHHH,CN,China,CN-42,Wuhan (Huangpi),Wuhan (Huangpi),30.774798,114.213723,large_airport,yes,11606393,2022,medium_airport,medium,45,medium,http://www.whairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Kansas City International Airport,Kansas City International Airport,MCI,KMCI,KMCI,US,United States,US-MO,Kansas City,Kansas City,39.301699,-94.713893,large_airport,yes,11459954,2025,medium_airport,medium,45,medium,http://www.flykci.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://flykc.cdn.prismic.io/flykc/aXzD6QIvOtkhCH5G_Stats2025Decemberv2.pdf
Almaty International Airport,Almaty International Airport,ALA,UAAA,UAAA,KZ,Kazakhstan,KZ-ALA,Almaty,Almaty,43.354267,77.042828,large_airport,yes,11426650,2024,medium_airport,medium,45,medium,http://www.alaport.com/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://presse.groupeadp.fr/wp-content/uploads/2025/02/62a629fd6350d9d8c556026a30724963.pdf
Hurghada International Airport,Hurghada International Airport,HRG,HEGN,HEGN,EG,Egypt,EG-BA,Hurghada,Hurghada,27.176776,33.796692,large_airport,yes,11425529,2025,medium_airport,medium,45,medium,https://hurghada-airport.com/de/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://fracs.aero/2026/04/28/air-transport-data-bulletin-april-2026/
John Wayne Orange County International Airport,John Wayne Orange County International Airport,SNA,KSNA,KSNA,US,United States,US-CA,Santa Ana,Santa Ana,33.675063,-117.869281,large_airport,yes,11369865,2025,medium_airport,medium,45,medium,http://www.ocair.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.ocair.com/news/2026/01/22/statistics-december-2025/
Shijiazhuang Zhengding International Airport,Shijiazhuang Zhengding International Airport,SJW,ZBSJ,ZBSJ,CN,China,CN-13,Shijiazhuang,Shijiazhuang,38.280701,114.696999,large_airport,yes,11314852,2024,medium_airport,medium,45,medium,http://www.hebeiairport.cn/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caac.gov.cn/XXGK/XXGK/TJSJ/202503/P020250314353470214193.xlsx
Hohhot Baita International Airport,Hohhot Baita International Airport,HET,ZBHH,ZBHH,CN,China,CN-15,Hohhot,Hohhot,40.849658,111.824598,large_airport,yes,11304646,2023,medium_airport,medium,45,medium,http://www.hhhtbtjc.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caac.gov.cn/XXGK/XXGK/TJSJ/202403/t20240320_223261.html
Edinburgh Airport,Edinburgh Airport,EDI,EGPH,EGPH,GB,United Kingdom,GB-SCT,Edinburgh,Edinburgh,55.950145,-3.372288,large_airport,yes,11261873,2022,medium_airport,medium,45,medium,http://www.edinburghairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.adsadvance.co.uk/edinburgh-airport-records-strong-recovery-in-2022.html
Haikou Meilan International Airport,Haikou Meilan International Airport,HAK,ZJHK,ZJHK,CN,China,CN-46,Haikou (Meilan),Haikou (Meilan),19.9349,110.459,large_airport,yes,11162161,2022,medium_airport,medium,45,medium,http://www.mlairport.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Bologna Guglielmo Marconi Airport,Bologna Guglielmo Marconi Airport,BLQ,LIPE,LIPE,IT,Italy,IT-45,Bologna,Bologna,44.5354,11.2887,large_airport,yes,11138013,2025,medium_airport,medium,45,medium,http://www.bologna-airport.it/?LN=UK,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/statistiche/?selectedYear=2025&month=12
Milano Linate Airport,Milano Linate Airport,LIN,LIML,LIML,IT,Italy,IT-25,Segrate (MI),Segrate (MI),45.445099,9.27674,large_airport,yes,11131764,2025,medium_airport,medium,45,medium,http://www.sea-aeroportimilano.it/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/statistiche/?selectedYear=2025&month=12
Kraków John Paul II International Airport,Kraków John Paul II International Airport,KRK,EPKK,EPKK,PL,Poland,PL-MA,Balice,Balice,50.077702,19.7848,large_airport,yes,11080830,2024,medium_airport,medium,45,medium,http://www.krakowairport.pl/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://krakowairport.pl/pl/firma/biznes/uslugi-lotnicze/statystyki
Sunan Shuofang International Airport,Sunan Shuofang International Airport,WUX,ZSWX,ZSWX,CN,China,CN-32,Wuxi,Wuxi,31.496952,120.43038,large_airport,yes,10967778,2025,medium_airport,medium,45,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1433255
Tenerife Sur Airport,Tenerife Sur Airport,TFS,GCTS,GCTS,ES,Spain,ES-CN,Tenerife,Tenerife,28.0445,-16.5725,large_airport,yes,10821703,2022,medium_airport,medium,45,medium,https://www.aena.es/en/tenerife-sur.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aena.es/sites/Satellite?blobcol=urldata&blobkey=id&blobtable=MungoBlobs&blobwhere=1576861734447&ssbinary=true
San Antonio International Airport,San Antonio International Airport,SAT,KSAT,KSAT,US,United States,US-TX,San Antonio,San Antonio,29.533701,-98.469803,large_airport,yes,10676570,2023,medium_airport,medium,45,medium,https://www.sanantonio.gov/aviation,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1432706
Norman Y. Mineta San Jose International Airport,Norman Y. Mineta San Jose International Airport,SJC,KSJC,KSJC,US,United States,US-CA,San Jose,San Jose,37.362452,-121.929188,large_airport,yes,10675167,2025,medium_airport,medium,45,medium,https://www.flysanjose.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.flysanjose.com/sites/default/files/financial/activity_reports/REV_DEC25%20CY%20Statistics%20_signed.pdf
Chubu Centrair International Airport,Chubu Centrair International Airport,NGO,RJGG,RJGG,JP,Japan,JP-23,Tokoname,Tokoname,34.858398,136.804993,large_airport,yes,10616189,2024,medium_airport,medium,45,medium,https://www.centrair.jp/en/index.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mlit.go.jp/koku/15_bf_000185.html
Indianapolis International Airport,Indianapolis International Airport,IND,KIND,KIND,US,United States,US-IN,Indianapolis,Indianapolis,39.7173,-86.294403,large_airport,yes,10616093,2025,medium_airport,medium,45,medium,http://www.indianapolisairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://d1j6zi7czwjuok.cloudfront.net/iaa-images/reports/Final-December-2025-Airline-Activity-Report.pdf
Nanchang Changbei International Airport,Nanchang Changbei International Airport,KHN,ZSCN,ZSCN,CN,China,CN-36,Nanchang,Nanchang,28.864815,115.90271,large_airport,yes,10205783,2023,medium_airport,medium,45,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caac.gov.cn/XXGK/XXGK/TJSJ/202403/t20240320_223261.html
Santos Dumont Airport,Santos Dumont Airport,SDU,SBRJ,SBRJ,BR,Brazil,BR-RJ,Rio de Janeiro,Rio de Janeiro,-22.910397,-43.16282,large_airport,yes,10187401,2022,medium_airport,medium,45,medium,https://www4.infraero.gov.br/aeroporto-santos-dumont/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv
Xiamen Gaoqi International Airport,Xiamen Gaoqi International Airport,XMN,ZSAM,ZSAM,CN,China,CN-35,Xiamen,Xiamen,24.543889,118.127454,large_airport,yes,10125604,2022,medium_airport,medium,45,medium,http://www.xiagc.com.cn/enweb/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Southwest Florida International Airport,Southwest Florida International Airport,RSW,KRSW,KRSW,US,United States,US-FL,Fort Myers,Fort Myers,26.534685,-81.752816,large_airport,yes,10069839,2023,medium_airport,medium,45,medium,http://www.flylcpa.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1500002
Ürümqi Tianshan International Airport,Ürümqi Tianshan International Airport,URC,ZWWW,ZWWW,CN,China,CN-65,Ürümqi,Ürümqi,43.913584,87.479372,large_airport,yes,10035368,2022,medium_airport,medium,45,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Gimhae International Airport,Gimhae International Airport,PUS,RKPK,RKPK,KR,South Korea,KR-26,Busan,Busan,35.179501,128.938004,large_airport,yes,10027097,2022,medium_airport,medium,45,medium,https://www.airport.co.kr/gimhaeeng/index.do,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.airport.co.kr/www/cms/frCon/index.do?MENU_ID=1250#none
Cleveland Hopkins International Airport,Cleveland Hopkins International Airport,CLE,KCLE,KCLE,US,United States,US-OH,Cleveland,Cleveland,41.411701,-81.8498,large_airport,yes,10003833,2025,medium_airport,medium,45,medium,http://www.clevelandairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.clevelandairport.com/about-cle/facts-figures
Cam Ranh International Airport / Cam Ranh Air Base,Cam Ranh International Airport / Cam Ranh Air Base,CXR,VVCR,VVCR,VN,Vietnam,VN-SCC,Nha Trang/nha Trang aiurportCam Ranh,Nha Trang/nha Trang aiurportCam Ranh,11.9982,109.219002,large_airport,yes,10000000,2019,medium_airport,medium,45,medium,https://camranh.aero,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q25226
Pittsburgh International Airport,Pittsburgh International Airport,PIT,KPIT,KPIT,US,United States,US-PA,Pittsburgh,Pittsburgh,40.491501,-80.232903,large_airport,yes,9848440,2025,medium_airport,medium,45,medium,https://flypittsburgh.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://flypittsburgh.com/wp-content/themes/Divi-ACAA/reports-financials/monthly-airport-statistics/2025/December-2025-Summary-Report-v3.pdf
Guiyang Longdongbao International Airport,Guiyang Longdongbao International Airport,KWE,ZUGY,ZUGY,CN,China,CN-52,Guiyang (Nanming),Guiyang (Nanming),26.541805,106.80402,large_airport,yes,9797755,2022,medium_airport,medium,45,medium,http://www.gyairport.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Seville Airport,Seville Airport,SVQ,LEZL,LEZL,ES,Spain,ES-AN,Seville,Seville,37.417999,-5.89311,large_airport,yes,9686487,2025,medium_airport,medium,45,medium,https://www.aena.es/en/seville.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1344758
Novosibirsk Tolmachevo Airport,Novosibirsk Tolmachevo Airport,OVB,UNNT,UNNT,RU,Russia,RU-NVS,Novosibirsk,Novosibirsk,55.019756,82.618675,large_airport,yes,9680000,2025,medium_airport,medium,45,medium,http://eng.tolmachevo.ru/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://expert.ru/promishlennost/vozdushnyy-shelkovyy-put/
Birmingham Airport,Birmingham Airport,BHX,EGBB,EGBB,GB,United Kingdom,GB-ENG,"Birmingham, West Midlands","Birmingham, West Midlands",52.453899,-1.74803,large_airport,yes,9595557,2022,medium_airport,medium,45,medium,https://www.birminghamairport.co.uk/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caa.co.uk/Documents/Download/9077/31632962-d7b6-4df4-a5fd-6df78e65d88c/5578
Chiang Mai International Airport,Chiang Mai International Airport,CNX,VTCC,VTCC,TH,Thailand,TH-50,Chiang Mai,Chiang Mai,18.766799926799997,98.962600708,large_airport,yes,9517206,2025,medium_airport,medium,45,medium,http://www.chiangmaiairportthai.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://app.powerbi.com/view?r=eyJrIjoiYmM2YjA2OWUtZmQxOS00YTkxLWJlNzMtMjE2NjJkMjMxYTg1IiwidCI6ImM2N2ZmODk5LWJlZjUtNGQ3MC04ZmE1LWUzNTgzZGM3Njg3MCIsImMiOjEwfQ%3D%3D
Sanya Phoenix International Airport,Sanya Phoenix International Airport,SYX,ZJSY,ZJSY,CN,China,CN-46,Sanya (Tianya),Sanya (Tianya),18.3029,109.412003,large_airport,yes,9514348,2022,medium_airport,medium,45,medium,http://www.sanyaairport.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Harbin Taiping International Airport,Harbin Taiping International Airport,HRB,ZYHB,ZYHB,CN,China,CN-23,Harbin,Harbin,45.623402,126.25,large_airport,yes,9496490,2022,medium_airport,medium,45,medium,http://www.haerbinairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Tancredo Neves International Airport,Tancredo Neves International Airport,CNF,SBCF,SBCF,BR,Brazil,BR-MG,Belo Horizonte,Belo Horizonte,-19.63571,-43.966928,large_airport,yes,9428651,2022,medium_airport,medium,45,medium,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv
Shenyang Taoxian International Airport,Shenyang Taoxian International Airport,SHE,ZYTX,ZYTX,CN,China,CN-21,Shenyang,Shenyang,41.6398,123.483668,large_airport,yes,9387281,2022,medium_airport,medium,45,medium,http://www.taoxianairport.com/indexenglish.thm,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Zhengzhou Xinzheng International Airport,Zhengzhou Xinzheng International Airport,CGO,ZHCC,ZHCC,CN,China,CN-41,Zhengzhou,Zhengzhou,34.526497,113.849165,large_airport,yes,9221674,2022,medium_airport,medium,45,medium,http://www.zzairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Oakland San Francisco Bay Airport,Oakland San Francisco Bay Airport,OAK,KOAK,KOAK,US,United States,US-CA,Oakland,Oakland,37.720085,-122.221184,large_airport,yes,9210509,2025,medium_airport,medium,45,medium,https://www.iflyoak.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.iflyoak.com/wp-content/uploads/2026/02/December-2025-Monthly-Statistical-Report.pdf
Punta Cana International Airport,Punta Cana International Airport,PUJ,MDPC,MDPC,DO,Dominican Republic,DO-11,Punta Cana,Punta Cana,18.567093,-68.364558,large_airport,yes,9162782,2023,medium_airport,medium,45,medium,https://www.puntacanainternationalairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1352042
Marseille Provence Airport,Marseille Provence Airport,MRS,LFML,LFML,FR,France,FR-PAC,"Marignane, Bouches-du-Rhône","Marignane, Bouches-du-Rhône",43.438088,5.2125,large_airport,yes,9148306,2022,medium_airport,medium,45,medium,https://www.marseille.aeroport.fr/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Ibiza Airport,Ibiza Airport,IBZ,LEIB,LEIB,ES,Spain,ES-IB,Ibiza (Eivissa),Ibiza (Eivissa),38.872898,1.37312,large_airport,yes,9138224,2025,medium_airport,medium,45,medium,https://www.aena.es/en/ibiza.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1431549
Stuttgart Airport,Stuttgart Airport,STR,EDDS,EDDS,DE,Germany,DE-BW,Stuttgart,Stuttgart,48.689899,9.22196,large_airport,yes,9100000,2024,medium_airport,medium,45,medium,http://www.flughafen-stuttgart.de/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q158732
Sharm El Sheikh International Airport,Sharm El Sheikh International Airport,SSH,HESH,HESH,EG,Egypt,EG-JS,Sharm El Sheikh,Sharm El Sheikh,27.977272,34.394717,large_airport,yes,9046690,2025,medium_airport,medium,45,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://fracs.aero/2026/04/28/air-transport-data-bulletin-april-2026/
John Glenn Columbus International Airport,John Glenn Columbus International Airport,CMH,KCMH,KCMH,US,United States,US-OH,Columbus,Columbus,39.998001,-82.891899,large_airport,yes,9014264,2025,medium_airport,medium,45,medium,https://flycolumbus.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://flycolumbus.com/wp-content/uploads/2026/01/December-2025-Monthly-Stats-Report.pdf
Cincinnati Northern Kentucky International Airport,Cincinnati Northern Kentucky International Airport,CVG,KCVG,KCVG,US,United States,US-KY,Cincinnati / Covington,Cincinnati / Covington,39.048801,-84.667801,large_airport,yes,8971128,2025,medium_airport,medium,45,medium,https://www.cvgairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q151121
